,Voltage_measured,Current_measured,Temperature_measured,Current_charge,Voltage_charge,Time,Capacity,TTD,Start_time
45,3.806442978,-2.008789916,26.79618176,1.999,2.89,329.953,1.855004521,3104.938,3434.891
46,3.80372699,-2.008357811,26.87644361,1.999,2.887,339.328,1.855004521,3095.563,3434.891
47,3.800884192,-2.010552309,26.95898341,1.999,2.885,348.688,1.855004521,3086.203,3434.891
48,3.798668839,-2.006846693,27.03441105,1.9988,2.883,358.063,1.855004521,3076.828,3434.891
49,3.796115903,-2.00706394,27.10905849,1.9988,2.881,367.422,1.855004521,3067.469,3434.891
50,3.793544934,-2.007579543,27.18657522,1.9988,2.879,376.828,1.855004521,3058.063,3434.891
51,3.791214855,-2.010957278,27.27240865,1.9988,2.876,386.235,1.855004521,3048.656,3434.891
52,3.788686161,-2.011269937,27.33868609,1.9988,2.874,395.625,1.855004521,3039.266,3434.891
53,3.786469595,-2.009309622,27.43048021,1.999,2.872,405.047,1.855004521,3029.844,3434.891
54,3.784127501,-2.005830238,27.5062934,1.9988,2.87,414.469,1.855004521,3020.422,3434.891
55,3.781509452,-2.01089346,27.57681609,1.9988,2.868,423.86,1.855004521,3011.031,3434.891
56,3.779149092,-2.008705069,27.65153058,1.9988,2.865,433.266,1.855004521,3001.625,3434.891
57,3.776945903,-2.006782696,27.72272911,1.9988,2.863,442.625,1.855004521,2992.266,3434.891
58,3.774414341,-2.011238568,27.79898781,1.999,2.861,452.125,1.855004521,2982.766,3434.891
59,3.772024659,-2.010285745,27.86206101,1.9988,2.859,461.5,1.855004521,2973.391,3434.891
60,3.769604524,-2.012800827,27.93889058,1.9988,2.857,470.86,1.855004521,2964.031,3434.891
61,3.767357887,-2.011042371,28.01432573,1.9988,2.855,480.219,1.855004521,2954.672,3434.891
62,3.76511344,-2.008538548,28.07446135,1.9988,2.853,489.641,1.855004521,2945.25,3434.891
63,3.762686464,-2.008875357,28.13297985,1.999,2.851,499.0,1.855004521,2935.891,3434.891
64,3.760322379,-2.008295439,28.20730451,1.9988,2.848,508.391,1.855004521,2926.5,3434.891
65,3.75800132,-2.008843766,28.26984759,1.9988,2.846,517.735,1.855004521,2917.156,3434.891
66,3.755800735,-2.008770009,28.32789109,1.9988,2.843,527.078,1.855004521,2907.813,3434.891
67,3.753272934,-2.007616646,28.38849918,1.9988,2.842,536.422,1.855004521,2898.469,3434.891
68,3.751067595,-2.008296868,28.45673723,1.9988,2.839,545.813,1.855004521,2889.078,3434.891
69,3.748847472,-2.009536161,28.51536111,1.9988,2.837,555.188,1.855004521,2879.703,3434.891
70,3.746398749,-2.008322899,28.57302454,1.9988,2.835,564.547,1.855004521,2870.344,3434.891
71,3.744251199,-2.008192795,28.63702103,1.9988,2.833,573.938,1.855004521,2860.953,3434.891
72,3.741884291,-2.009257903,28.68976213,1.9988,2.831,583.313,1.855004521,2851.578,3434.891
73,3.739740343,-2.010078642,28.74564717,1.9988,2.829,592.688,1.855004521,2842.203,3434.891
74,3.737619897,-2.01030478,28.78911905,1.9988,2.826,602.047,1.855004521,2832.844,3434.891
75,3.735312688,-2.008867672,28.8283431,1.9988,2.824,611.469,1.855004521,2823.422,3434.891
76,3.733076752,-2.009684358,28.8796112,1.9988,2.822,620.906,1.855004521,2813.985,3434.891
77,3.730963415,-2.009462246,28.9307826,1.999,2.819,630.281,1.855004521,2804.61,3434.891
78,3.728851851,-2.00905052,28.98415028,1.999,2.817,639.641,1.855004521,2795.25,3434.891
79,3.726625336,-2.009272568,29.0273792,1.999,2.815,649.016,1.855004521,2785.875,3434.891
80,3.724446176,-2.006641374,29.05704606,1.999,2.813,658.406,1.855004521,2776.485,3434.891
81,3.722348619,-2.01089856,29.09868869,1.9988,2.811,667.781,1.855004521,2767.11,3434.891
82,3.720164542,-2.008184208,29.14657734,1.9988,2.809,677.172,1.855004521,2757.719,3434.891
83,3.717991828,-2.007581084,29.16863197,1.9988,2.807,686.516,1.855004521,2748.375,3434.891
84,3.715942995,-2.009654615,29.20576859,1.999,2.805,695.922,1.855004521,2738.969,3434.891
85,3.714094092,-2.00742784,29.2470036,1.9988,2.804,705.313,1.855004521,2729.578,3434.891
86,3.711732781,-2.007585389,29.2795143,1.999,2.801,714.735,1.855004521,2720.156,3434.891
87,3.709805582,-2.010717787,29.30446846,1.9988,2.8,724.141,1.855004521,2710.75,3434.891
88,3.70741418,-2.009845043,29.33741543,1.9988,2.797,733.5,1.855004521,2701.391,3434.891
89,3.705499099,-2.007489421,29.37083014,1.9988,2.795,742.891,1.855004521,2692.0,3434.891
90,3.703487874,-2.009140358,29.39435708,1.999,2.793,752.281,1.855004521,2682.61,3434.891
91,3.701370267,-2.005761701,29.41708773,1.999,2.792,761.656,1.855004521,2673.235,3434.891
92,3.699359489,-2.010550034,29.45080285,1.999,2.789,771.031,1.855004521,2663.86,3434.891
93,3.697341128,-2.009158995,29.48168069,1.999,2.788,780.422,1.855004521,2654.469,3434.891
94,3.695216695,-2.009883887,29.49615621,1.9988,2.786,789.844,1.855004521,2645.047,3434.891
95,3.693207516,-2.011206404,29.52242392,1.999,2.784,799.25,1.855004521,2635.641,3434.891
96,3.69139262,-2.010110342,29.54834016,1.999,2.781,808.656,1.855004521,2626.235,3434.891
97,3.689321103,-2.007412804,29.56229771,1.999,2.78,818.031,1.855004521,2616.86,3434.891
98,3.686985379,-2.008381223,29.58174894,1.999,2.778,827.438,1.855004521,2607.453,3434.891
99,3.685117855,-2.010755854,29.60640395,1.9988,2.776,836.781,1.855004521,2598.11,3434.891
100,3.68327627,-2.008706217,29.62466336,1.9988,2.774,846.188,1.855004521,2588.703,3434.891
101,3.681183593,-2.008257943,29.65759824,1.999,2.772,855.641,1.855004521,2579.25,3434.891
102,3.679167491,-2.010756117,29.67546456,1.999,2.77,865.031,1.855004521,2569.86,3434.891
103,3.677153126,-2.00860058,29.6943318,1.9988,2.768,874.453,1.855004521,2560.438,3434.891
104,3.675192,-2.007897885,29.70919092,1.999,2.766,883.828,1.855004521,2551.063,3434.891
105,3.673116533,-2.008403721,29.73286709,1.999,2.764,893.219,1.855004521,2541.672,3434.891
106,3.671041686,-2.008565838,29.75473831,1.9988,2.763,902.578,1.855004521,2532.313,3434.891
107,3.669295776,-2.009166872,29.78813919,1.9988,2.76,911.953,1.855004521,2522.938,3434.891
108,3.667368372,-2.009324456,29.80491721,1.999,2.759,921.328,1.855004521,2513.563,3434.891
109,3.665349341,-2.009306035,29.83438953,1.999,2.757,930.813,1.855004521,2504.078,3434.891
110,3.663449927,-2.00876986,29.86325159,1.999,2.754,940.188,1.855004521,2494.703,3434.891
111,3.661480636,-2.008750481,29.88055704,1.999,2.753,949.578,1.855004521,2485.313,3434.891
112,3.659572599,-2.007145117,29.8959771,1.999,2.751,958.953,1.855004521,2475.938,3434.891
113,3.65762586,-2.009998439,29.92463327,1.999,2.749,968.313,1.855004521,2466.578,3434.891
114,3.655757817,-2.010467995,29.94121006,1.9988,2.747,977.703,1.855004521,2457.188,3434.891
115,3.653999559,-2.008583629,29.9685721,1.9988,2.745,987.063,1.855004521,2447.828,3434.891
116,3.651979022,-2.010978394,30.00510009,1.999,2.743,996.391,1.855004521,2438.5,3434.891
117,3.65007824,-2.008534622,30.02406195,1.9988,2.741,1005.797,1.855004521,2429.094,3434.891
118,3.648215431,-2.010036939,30.0346624,1.999,2.74,1015.156,1.855004521,2419.735,3434.891
119,3.646509402,-2.009962424,30.06458474,1.999,2.738,1024.516,1.855004521,2410.375,3434.891
120,3.644613624,-2.011121902,30.09706736,1.999,2.736,1033.891,1.855004521,2401.0,3434.891
121,3.642608124,-2.00836535,30.13317071,1.999,2.735,1043.266,1.855004521,2391.625,3434.891
122,3.640871999,-2.009410537,30.15257187,1.999,2.733,1052.641,1.855004521,2382.25,3434.891
123,3.63899384,-2.009770672,30.18026772,1.9988,2.731,1062.031,1.855004521,2372.86,3434.891
124,3.637067955,-2.009142275,30.21434823,1.9988,2.729,1071.375,1.855004521,2363.516,3434.891
125,3.635442865,-2.010294156,30.24640272,1.999,2.727,1080.781,1.855004521,2354.11,3434.891
126,3.633526766,-2.007970042,30.26596286,1.999,2.725,1090.266,1.855004521,2344.625,3434.891
127,3.631700333,-2.010204789,30.29317483,1.999,2.723,1099.672,1.855004521,2335.219,3434.891
128,3.62992899,-2.011212509,30.31594493,1.999,2.722,1109.156,1.855004521,2325.735,3434.891
129,3.628131902,-2.008685314,30.3523824,1.9988,2.72,1118.516,1.855004521,2316.375,3434.891
130,3.626152176,-2.008723679,30.36939723,1.9988,2.719,1127.906,1.855004521,2306.985,3434.891
131,3.624365777,-2.00912889,30.40185758,1.999,2.717,1137.328,1.855004521,2297.563,3434.891
132,3.62276294,-2.010652515,30.42322908,1.9988,2.715,1146.735,1.855004521,2288.156,3434.891
133,3.620910622,-2.008350502,30.4529348,1.9988,2.713,1156.11,1.855004521,2278.781,3434.891
134,3.619174564,-2.006956598,30.4826829,1.999,2.711,1165.578,1.855004521,2269.313,3434.891
135,3.617432164,-2.006321332,30.51255919,1.999,2.709,1174.985,1.855004521,2259.906,3434.891
136,3.61542631,-2.0081774,30.53474821,1.999,2.708,1184.485,1.855004521,2250.406,3434.891
137,3.613984382,-2.007921215,30.55756309,1.999,2.706,1193.875,1.855004521,2241.016,3434.891
138,3.612060553,-2.009721629,30.58677924,1.999,2.705,1203.281,1.855004521,2231.61,3434.891
139,3.610323442,-2.009566739,30.6230287,1.999,2.703,1212.672,1.855004521,2222.219,3434.891
140,3.608603688,-2.009487277,30.64338456,1.999,2.701,1222.078,1.855004521,2212.813,3434.891
141,3.606930483,-2.010439995,30.68672659,1.999,2.699,1231.516,1.855004521,2203.375,3434.891
142,3.605104156,-2.007674424,30.70597044,1.999,2.697,1240.906,1.855004521,2193.985,3434.891
143,3.603440626,-2.00706122,30.7336035,1.999,2.696,1250.297,1.855004521,2184.594,3434.891
144,3.60190108,-2.009724958,30.75845713,1.999,2.694,1259.672,1.855004521,2175.219,3434.891
145,3.599944475,-2.006223185,30.77598941,1.999,2.693,1269.063,1.855004521,2165.828,3434.891
146,3.597980725,-2.009543512,30.81205898,1.999,2.691,1278.406,1.855004521,2156.485,3434.891
147,3.596586673,-2.01062804,30.84241198,1.9988,2.689,1287.781,1.855004521,2147.11,3434.891
148,3.594792782,-2.008253249,30.86616788,1.999,2.687,1297.188,1.855004521,2137.703,3434.891
149,3.593295061,-2.007065783,30.90395707,1.999,2.686,1306.641,1.855004521,2128.25,3434.891
150,3.591387598,-2.010264491,30.93757498,1.999,2.684,1316.047,1.855004521,2118.844,3434.891
151,3.589632546,-2.010241348,30.96362231,1.999,2.683,1325.438,1.855004521,2109.453,3434.891
152,3.588072349,-2.009974536,30.98571433,1.999,2.681,1334.797,1.855004521,2100.094,3434.891
153,3.586345776,-2.008904895,31.01251836,1.9988,2.679,1344.235,1.855004521,2090.656,3434.891
154,3.584817345,-2.008842278,31.03758016,1.999,2.677,1353.641,1.855004521,2081.25,3434.891
155,3.583195787,-2.007230171,31.06777405,1.999,2.676,1363.016,1.855004521,2071.875,3434.891
156,3.581482554,-2.008707095,31.08681637,1.999,2.674,1372.438,1.855004521,2062.453,3434.891
157,3.579865434,-2.009601827,31.1228218,1.999,2.673,1381.86,1.855004521,2053.031,3434.891
158,3.578123906,-2.009200716,31.13802719,1.999,2.671,1391.25,1.855004521,2043.641,3434.891
159,3.576591385,-2.008948841,31.18532153,1.999,2.669,1400.703,1.855004521,2034.188,3434.891
160,3.574987978,-2.006657137,31.20826707,1.9988,2.668,1410.094,1.855004521,2024.797,3434.891
161,3.57322033,-2.007839533,31.2323387,1.999,2.666,1419.469,1.855004521,2015.422,3434.891
162,3.571814895,-2.007236365,31.26957012,1.999,2.665,1428.828,1.855004521,2006.063,3434.891
163,3.570197341,-2.01008036,31.28496802,1.9988,2.663,1438.219,1.855004521,1996.672,3434.891
164,3.568499837,-2.010369317,31.31459927,1.999,2.662,1447.578,1.855004521,1987.313,3434.891
165,3.56704322,-2.008730446,31.32694612,1.999,2.66,1456.938,1.855004521,1977.953,3434.891
166,3.565272241,-2.007228223,31.35703797,1.9988,2.658,1466.281,1.855004521,1968.61,3434.891
167,3.563770738,-2.006197323,31.37971996,1.999,2.657,1475.641,1.855004521,1959.25,3434.891
168,3.56215689,-2.008969002,31.41026282,1.999,2.656,1485.063,1.855004521,1949.828,3434.891
169,3.560729839,-2.007489797,31.43230163,1.999,2.654,1494.422,1.855004521,1940.469,3434.891
170,3.558969773,-2.008160035,31.4605033,1.999,2.652,1503.797,1.855004521,1931.094,3434.891
171,3.557468349,-2.010564162,31.48770996,1.999,2.651,1513.188,1.855004521,1921.703,3434.891
172,3.555970318,-2.006419375,31.50617555,1.999,2.649,1522.641,1.855004521,1912.25,3434.891
173,3.554518339,-2.009067482,31.53503733,1.999,2.648,1532.031,1.855004521,1902.86,3434.891
174,3.553122843,-2.008942576,31.56132091,1.999,2.646,1541.344,1.855004521,1893.547,3434.891
175,3.5514187,-2.007742623,31.58411384,1.999,2.644,1550.781,1.855004521,1884.11,3434.891
176,3.550160306,-2.008247235,31.60876868,1.999,2.643,1560.188,1.855004521,1874.703,3434.891
177,3.548440356,-2.008266071,31.62190892,1.999,2.642,1569.563,1.855004521,1865.328,3434.891
178,3.547044115,-2.011245585,31.65302765,1.999,2.64,1579.016,1.855004521,1855.875,3434.891
179,3.545724295,-2.009047077,31.67160956,1.999,2.639,1588.422,1.855004521,1846.469,3434.891
180,3.544204516,-2.011064589,31.70017137,1.999,2.638,1597.828,1.855004521,1837.063,3434.891
181,3.542703601,-2.010952525,31.72491465,1.999,2.636,1607.235,1.855004521,1827.656,3434.891
182,3.541266306,-2.010591828,31.74869071,1.999,2.634,1616.61,1.855004521,1818.281,3434.891
183,3.539847608,-2.008942559,31.77933024,1.999,2.633,1626.016,1.855004521,1808.875,3434.891
184,3.538386651,-2.007970596,31.80013523,1.999,2.632,1635.438,1.855004521,1799.453,3434.891
185,3.537132783,-2.008224042,31.82082494,1.999,2.63,1644.844,1.855004521,1790.047,3434.891
186,3.535525295,-2.008270987,31.85094124,1.999,2.629,1654.235,1.855004521,1780.656,3434.891
187,3.534341331,-2.010771173,31.87223362,1.999,2.628,1663.641,1.855004521,1771.25,3434.891
188,3.532906012,-2.009520671,31.89308544,1.999,2.626,1673.078,1.855004521,1761.813,3434.891
189,3.531716611,-2.00890977,31.91216871,1.999,2.625,1682.485,1.855004521,1752.406,3434.891
190,3.53026759,-2.009533132,31.946116,1.999,2.623,1691.844,1.855004521,1743.047,3434.891
191,3.529115721,-2.009785636,31.96974033,1.999,2.622,1701.25,1.855004521,1733.641,3434.891
192,3.527613618,-2.008056511,31.99661187,1.999,2.621,1710.656,1.855004521,1724.235,3434.891
193,3.526251919,-2.011033414,32.02239762,1.999,2.62,1720.016,1.855004521,1714.875,3434.891
194,3.52479655,-2.010023427,32.03343847,1.999,2.618,1729.422,1.855004521,1705.469,3434.891
195,3.523634093,-2.01087942,32.05136922,1.999,2.617,1738.875,1.855004521,1696.016,3434.891
196,3.522232906,-2.009592027,32.07492865,1.9988,2.616,1748.297,1.855004521,1686.594,3434.891
197,3.520883985,-2.008796641,32.09590964,1.999,2.614,1757.656,1.855004521,1677.235,3434.891
198,3.519652256,-2.008381737,32.12341604,1.9988,2.613,1767.016,1.855004521,1667.875,3434.891
199,3.518442832,-2.010278043,32.14619758,1.999,2.612,1776.36,1.855004521,1658.531,3434.891
200,3.517145674,-2.010141509,32.15308223,1.999,2.611,1785.781,1.855004521,1649.11,3434.891
201,3.515976876,-2.008593935,32.17969898,1.999,2.61,1795.203,1.855004521,1639.688,3434.891
202,3.514601913,-2.00746918,32.20239528,1.999,2.608,1804.625,1.855004521,1630.266,3434.891
203,3.513551057,-2.007992802,32.23357083,1.999,2.607,1814.016,1.855004521,1620.875,3434.891
204,3.512325787,-2.007310291,32.25556506,1.999,2.606,1823.375,1.855004521,1611.516,3434.891
205,3.511128136,-2.009906977,32.26309704,1.999,2.604,1832.75,1.855004521,1602.141,3434.891
206,3.509827038,-2.006888042,32.30305747,1.999,2.604,1842.156,1.855004521,1592.735,3434.891
207,3.508797443,-2.008532,32.32302041,1.999,2.602,1851.531,1.855004521,1583.36,3434.891
208,3.507486015,-2.008994631,32.33805824,1.999,2.601,1860.922,1.855004521,1573.969,3434.891
209,3.506432522,-2.012995082,32.36973881,1.999,2.6,1870.375,1.855004521,1564.516,3434.891
210,3.505228743,-2.006357093,32.39063012,1.9988,2.599,1879.766,1.855004521,1555.125,3434.891
211,3.504071028,-2.00736303,32.41806411,1.999,2.598,1889.172,1.855004521,1545.719,3434.891
212,3.503016784,-2.007744144,32.43231048,1.999,2.596,1898.594,1.855004521,1536.297,3434.891
213,3.501889992,-2.007926936,32.44086285,1.999,2.596,1908.047,1.855004521,1526.844,3434.891
214,3.500847416,-2.011101469,32.45430036,1.999,2.594,1917.438,1.855004521,1517.453,3434.891
215,3.499789876,-2.009376385,32.47893854,1.999,2.593,1926.797,1.855004521,1508.094,3434.891
216,3.498766476,-2.009514756,32.49849673,1.999,2.592,1936.141,1.855004521,1498.75,3434.891
217,3.497603985,-2.008403194,32.51363854,1.999,2.591,1945.547,1.855004521,1489.344,3434.891
218,3.496410052,-2.008889751,32.54044479,1.999,2.59,1954.922,1.855004521,1479.969,3434.891
219,3.495314841,-2.010204793,32.5711308,1.999,2.589,1964.328,1.855004521,1470.563,3434.891
220,3.494204849,-2.009257462,32.59316062,1.999,2.588,1973.875,1.855004521,1461.016,3434.891
221,3.493026999,-2.009255341,32.61489468,1.999,2.587,1983.235,1.855004521,1451.656,3434.891
222,3.492034254,-2.009999306,32.63865804,1.999,2.586,1992.735,1.855004521,1442.156,3434.891
223,3.490872154,-2.008154037,32.65056284,1.999,2.585,2002.125,1.855004521,1432.766,3434.891
224,3.490004545,-2.00763041,32.6746274,1.999,2.584,2011.531,1.855004521,1423.36,3434.891
225,3.489110027,-2.007405594,32.70186689,1.999,2.583,2020.922,1.855004521,1413.969,3434.891
226,3.487886538,-2.008607721,32.7215261,1.999,2.582,2030.406,1.855004521,1404.485,3434.891
227,3.486994578,-2.008513438,32.73669692,1.999,2.581,2039.813,1.855004521,1395.078,3434.891
228,3.485701218,-2.008305677,32.74783767,1.999,2.58,2049.188,1.855004521,1385.703,3434.891
229,3.484724348,-2.008044276,32.77683558,1.999,2.579,2058.578,1.855004521,1376.313,3434.891
230,3.483891862,-2.008116417,32.81453467,1.999,2.578,2068.031,1.855004521,1366.86,3434.891
231,3.482701358,-2.008587106,32.83023641,1.999,2.576,2077.391,1.855004521,1357.5,3434.891
232,3.481639357,-2.010140493,32.85516733,1.999,2.576,2086.75,1.855004521,1348.141,3434.891
233,3.480683703,-2.007849375,32.86724463,1.999,2.574,2096.141,1.855004521,1338.75,3434.891
234,3.479721949,-2.010041863,32.88768345,1.999,2.574,2105.531,1.855004521,1329.36,3434.891
235,3.47881852,-2.010083091,32.91944474,1.999,2.572,2114.953,1.855004521,1319.938,3434.891
236,3.477728217,-2.007386461,32.9358147,1.999,2.572,2124.391,1.855004521,1310.5,3434.891
237,3.47687124,-2.006653171,32.95804312,1.999,2.57,2133.813,1.855004521,1301.078,3434.891
238,3.47568343,-2.007743447,32.96802959,1.999,2.57,2143.219,1.855004521,1291.672,3434.891
239,3.474715456,-2.010865107,32.99646813,1.999,2.568,2152.61,1.855004521,1282.281,3434.891
240,3.473614704,-2.007000958,33.02464047,1.999,2.568,2162.063,1.855004521,1272.828,3434.891
241,3.472685946,-2.008530371,33.05844816,1.999,2.567,2171.453,1.855004521,1263.438,3434.891
242,3.471603216,-2.009203341,33.0697072,1.999,2.566,2180.86,1.855004521,1254.031,3434.891
243,3.470508639,-2.007904216,33.08584377,1.999,2.564,2190.281,1.855004521,1244.61,3434.891
244,3.469466407,-2.008473069,33.11476333,1.999,2.564,2199.735,1.855004521,1235.156,3434.891
245,3.468454621,-2.009239467,33.14077155,1.999,2.562,2209.11,1.855004521,1225.781,3434.891
246,3.467630871,-2.011618753,33.14908477,1.999,2.562,2218.5,1.855004521,1216.391,3434.891
247,3.466430476,-2.009083993,33.17933081,1.999,2.56,2227.891,1.855004521,1207.0,3434.891
248,3.465492317,-2.008263313,33.21923507,1.999,2.56,2237.266,1.855004521,1197.625,3434.891
249,3.464532714,-2.007239929,33.23501218,1.999,2.558,2246.672,1.855004521,1188.219,3434.891
250,3.463512825,-2.008747237,33.24128632,1.999,2.558,2256.094,1.855004521,1178.797,3434.891
251,3.462366894,-2.009303125,33.28825409,1.999,2.557,2265.469,1.855004521,1169.422,3434.891
252,3.461340381,-2.010713898,33.3019057,1.999,2.556,2274.844,1.855004521,1160.047,3434.891
253,3.460206018,-2.009692801,33.32700946,1.999,2.554,2284.266,1.855004521,1150.625,3434.891
254,3.45948769,-2.00813421,33.3498617,1.999,2.554,2293.641,1.855004521,1141.25,3434.891
255,3.458370985,-2.009715866,33.37524301,1.999,2.552,2303.031,1.855004521,1131.86,3434.891
256,3.457349294,-2.008180589,33.39626542,1.999,2.552,2312.391,1.855004521,1122.5,3434.891
257,3.456339186,-2.010491497,33.41616663,1.999,2.55,2321.781,1.855004521,1113.11,3434.891
258,3.455167038,-2.00916407,33.4431415,1.999,2.55,2331.125,1.855004521,1103.766,3434.891
259,3.454093276,-2.010502908,33.48133712,1.999,2.548,2340.5,1.855004521,1094.391,3434.891
260,3.453062831,-2.008530593,33.50113936,1.999,2.547,2349.891,1.855004521,1085.0,3434.891
261,3.452043048,-2.008104248,33.53212657,1.999,2.546,2359.297,1.855004521,1075.594,3434.891
262,3.450947454,-2.006315148,33.54856595,1.999,2.546,2368.703,1.855004521,1066.188,3434.891
263,3.449852633,-2.008814496,33.57226535,1.999,2.544,2378.11,1.855004521,1056.781,3434.891
264,3.448723285,-2.011090283,33.59646835,1.999,2.543,2387.5,1.855004521,1047.391,3434.891
265,3.447967928,-2.009833649,33.62189048,1.999,2.542,2396.86,1.855004521,1038.031,3434.891
266,3.446832985,-2.008734145,33.66398073,1.999,2.541,2406.25,1.855004521,1028.641,3434.891
267,3.445559545,-2.008682582,33.6772594,1.999,2.54,2415.656,1.855004521,1019.235,3434.891
268,3.444563216,-2.0072178,33.70729504,1.999,2.539,2425.063,1.855004521,1009.828,3434.891
269,3.443482772,-2.00940254,33.7463556,1.999,2.538,2434.485,1.855004521,1000.406,3434.891
270,3.442459512,-2.008347618,33.77952364,1.999,2.536,2443.86,1.855004521,991.031,3434.891
271,3.441146567,-2.007600824,33.80336216,1.999,2.536,2453.203,1.855004521,981.688,3434.891
272,3.440127621,-2.010951423,33.81832283,1.999,2.534,2462.563,1.855004521,972.328,3434.891
273,3.438913885,-2.009469357,33.83217746,1.999,2.533,2472.016,1.855004521,962.875,3434.891
274,3.437849358,-2.010441859,33.87136761,1.999,2.532,2481.453,1.855004521,953.438,3434.891
275,3.436654146,-2.007271554,33.90215693,1.999,2.531,2490.891,1.855004521,944.0,3434.891
276,3.435558415,-2.010333353,33.94307505,1.999,2.53,2500.281,1.855004521,934.61,3434.891
277,3.434315013,-2.007726097,33.96658514,1.999,2.529,2509.625,1.855004521,925.266,3434.891
